"city","state","country","geographykey","customerkey","customername","commutedistance"
"Hamburg","Hamburg","Germany",147,23917,"Carrie Carlson","0-1 Miles"
"Villeneuve-d'Ascq","Nord","France",190,23918,"Kendra Navarro","0-1 Miles"
"Roubaix","Nord","France",189,23919,"Jordan Parker","0-1 Miles"
"Paris","Seine (Paris)","France",200,23920,"Arthur Ruiz","0-1 Miles"
"Erlangen","Bayern","Germany",117,23921,"Charles Lee","0-1 Miles"
"Neunkirchen","Saarland","Germany",171,23922,"Cody Richardson","0-1 Miles"
"Cheltenham","England","United Kingdom",236,23923,"Alejandro B Sun","0-1 Miles"
"Esher-Molesey","England","United Kingdom",237,23924,"Amber L Wright","0-1 Miles"
"München","Hamburg","Germany",150,23925,"Marie Torres","0-1 Miles"
"Sulzbach Taunus","Saarland","Germany",178,23926,"Lydia Weber","0-1 Miles"
"Bobigny","Seine Saint Denis","France",220,23927,"Seth Collins","0-1 Miles"
"Orleans","Loiret","France",183,23928,"Jaclyn Ye","0-1 Miles"
"Pantin","Seine Saint Denis","France",222,23929,"Kristin J Xie","0-1 Miles"
"Gloucestershire","England","United Kingdom",239,23930,"Meagan W Arun","0-1 Miles"
"Dunkerque","Nord","France",186,23931,"Reginald N Ruiz","0-1 Miles"
"Verrieres Le Buisson","Essonne","France",213,23932,"Carrie Jiménez","0-1 Miles"
"Darmstadt","Hessen","Germany",127,23933,"Sabrina A Carlson","0-1 Miles"
"Colomiers","Garonne (Haute)","France",180,23934,"Bonnie D Andersen","1-2 Miles"
"Oxford","England","United Kingdom",262,23935,"Alexis J Barnes","0-1 Miles"
"Bobigny","Seine Saint Denis","France",220,23936,"Monique A Vazquez","0-1 Miles"
"Bonn","Hamburg","Germany",143,23937,"Eddie C Ruiz","0-1 Miles"
"Billericay","England","United Kingdom",231,23938,"Harold A Madan","0-1 Miles"
"Colomiers","Garonne (Haute)","France",180,23939,"Jodi N Nara","0-1 Miles"
"High Wycombe","England","United Kingdom",240,23940,"Dominic A Perez","0-1 Miles"
"Darmstadt","Hessen","Germany",127,23941,"Eduardo Anderson","0-1 Miles"
"Ingolstadt","Bayern","Germany",121,23942,"Rafael J Goel","0-1 Miles"
"London","England","United Kingdom",246,23943,"Cindy L Subram","0-1 Miles"
"Stoke-on-Trent","England","United Kingdom",269,23944,"Jenny S Wu","0-1 Miles"
"York","England","United Kingdom",278,23945,"Nicolas Black","0-1 Miles"
"Neunkirchen","Saarland","Germany",171,23946,"Kelli Luo","2-5 Miles"
"Paderborn","Nordrhein-Westfalen","Germany",160,23947,"Autumn Liang","0-1 Miles"
"Bury","England","United Kingdom",234,23948,"Katelyn Rivera","2-5 Miles"
"Courbevoie","Hauts de Seine","France",216,23949,"Kelvin R Deng","2-5 Miles"
"Orly","Val de Marne","France",225,23950,"Roger L Zhou","0-1 Miles"
"Les Ulis","Essonne","France",211,23951,"Lindsay T Becker","0-1 Miles"
"Saarbrücken","Saarland","Germany",174,23952,"Nelson T Dominguez","5-10 Miles"
"Berlin","Nordrhein-Westfalen","Germany",152,23953,"Shane S Mehta","2-5 Miles"
"London","England","United Kingdom",250,23954,"Jonathon F Serrano","0-1 Miles"
"Villeneuve-d'Ascq","Nord","France",190,23955,"Lucas C Cook","5-10 Miles"
"Ingolstadt","Bayern","Germany",121,23956,"Morgan Coleman","2-5 Miles"
"Leipzig","Nordrhein-Westfalen","Germany",158,23957,"Louis Zheng","0-1 Miles"
"Verrieres Le Buisson","Essonne","France",213,23958,"Amy Lin","2-5 Miles"
"Bottrop","Nordrhein-Westfalen","Germany",155,23959,"Amber Parker","0-1 Miles"
"Frankfurt","Hessen","Germany",131,23960,"Eugene Zheng","2-5 Miles"
"Saarlouis","Saarland","Germany",175,23961,"Karen Huang","2-5 Miles"
"Morangis","Essonne","France",212,23962,"Sandra Yang","1-2 Miles"
"Bobigny","Seine Saint Denis","France",220,23963,"Gerald E Jimenez","0-1 Miles"
"Saint Germain en Laye","Yveline","France",208,23964,"Arturo Nara","0-1 Miles"
"Frankfurt am Main","Saarland","Germany",167,23965,"Dustin Shan","0-1 Miles"
"Lancaster","England","United Kingdom",242,23966,"Grant R Sharma","0-1 Miles"
"Newcastle upon Tyne","England","United Kingdom",261,23967,"Veronica D Suri","0-1 Miles"
"Oxford","England","United Kingdom",262,23968,"Caleb F Baker","0-1 Miles"
"Bobigny","Seine Saint Denis","France",220,23969,"Cole Sanders","0-1 Miles"
"Paris","Seine (Paris)","France",199,23970,"Rebekah Fernandez","0-1 Miles"
"Berks","England","United Kingdom",229,23971,"Lindsey W Jai","0-1 Miles"
"Saint Ouen","Loir et Cher","France",182,23972,"Clarence J Liang","0-1 Miles"
"Paris","Seine (Paris)","France",196,23973,"Zachary A Long","0-1 Miles"
"Orleans","Loiret","France",183,23974,"Susan L Huang","0-1 Miles"
"Dresden","Hessen","Germany",128,23975,"Frank Blanco","0-1 Miles"
"London","England","United Kingdom",246,23976,"Rachael J Arun","0-1 Miles"
"Metz","Moselle","France",184,23977,"Gail Butler","0-1 Miles"
"Liverpool","England","United Kingdom",268,23978,"Philip Ortega","0-1 Miles"
"Hannover","Nordrhein-Westfalen","Germany",157,23979,"Damien A Chen","0-1 Miles"
"Villeneuve-d'Ascq","Nord","France",190,23980,"Sergio C Garcia","0-1 Miles"
"Roissy en Brie","Seine et Marne","France",206,23981,"Cesar Martinez","1-2 Miles"
"Bottrop","Nordrhein-Westfalen","Germany",155,23982,"Adam H Diaz","0-1 Miles"
"Cheltenham","England","United Kingdom",236,23983,"Taylor Reed","0-1 Miles"
"London","England","United Kingdom",257,23984,"Kelsey M Kennedy","0-1 Miles"
"Kirkby","England","United Kingdom",241,23985,"Janet J Torres","0-1 Miles"
"London","England","United Kingdom",251,23986,"Tanya L Torres","0-1 Miles"
"Cheltenham","England","United Kingdom",236,23987,"Dawn Sharma","0-1 Miles"
"Wokingham","England","United Kingdom",275,23988,"Cesar W Sánchez","0-1 Miles"
"High Wycombe","England","United Kingdom",240,23989,"Damien E Beck","0-1 Miles"
"Colombes","Hauts de Seine","France",215,23990,"Claudia M Huang","0-1 Miles"
"Les Ulis","Essonne","France",211,23991,"Todd Zhao","0-1 Miles"
"Bendigo","Victoria","Australia",32,23992,"Bonnie L Chande","0-1 Miles"
"Port Macquarie","New South Wales","Australia",13,23993,"Rachael M Fernandez","0-1 Miles"
"Melton","Victoria","Australia",36,23994,"Raymond Subram","0-1 Miles"
"Melton","Victoria","Australia",36,23995,"Bradley Carson","0-1 Miles"
"Hobart","Tasmania","Australia",31,23996,"Richard I Lee","0-1 Miles"
"Findon","South Australia","Australia",29,23997,"Kristopher A Srini","1-2 Miles"
"Findon","South Australia","Australia",29,23998,"Arturo Raji","2-5 Miles"
"Seaford","Victoria","Australia",37,23999,"Gilbert Li","2-5 Miles"
"Silverwater","New South Wales","Australia",15,24000,"Randy E Yang","0-1 Miles"
"Warrnambool","Victoria","Australia",40,24001,"Arthur Raman","0-1 Miles"
"Hervey Bay","Queensland","Australia",25,24002,"Thomas Harris","0-1 Miles"
"Silverwater","New South Wales","Australia",15,24003,"Warren A Kumar","0-1 Miles"
"North Ryde","New South Wales","Australia",11,24004,"César C Raman","0-1 Miles"
"South Melbourne","Victoria","Australia",38,24005,"Julio Jimenez","0-1 Miles"
"Rhodes","New South Wales","Australia",14,24006,"Peter A Deng","0-1 Miles"
"Wollongong","New South Wales","Australia",19,24007,"Randy Huang","0-1 Miles"
"St. Leonards","New South Wales","Australia",17,24008,"Monique Munoz","0-1 Miles"
"Matraville","New South Wales","Australia",8,24009,"Alison J Anand","0-1 Miles"
"Lille","Nord","France",187,24010,"Walter N Alvarez","0-1 Miles"
"Oxford","England","United Kingdom",262,24011,"Morgan Q Thompson","0-1 Miles"
"Bobigny","Seine Saint Denis","France",220,24012,"James F Lewis","1-2 Miles"
"Paris","Seine (Paris)","France",194,24013,"Jay L Ruiz","2-5 Miles"
"Poing","Saarland","Germany",173,24014,"Geoffrey Kovár","1-2 Miles"
"Esher-Molesey","England","United Kingdom",237,24015,"Jenna Hall","0-1 Miles"
"Les Ulis","Essonne","France",211,24016,"Karla A Sharma","2-5 Miles"
"Darmstadt","Hessen","Germany",127,24017,"Rebekah Lopez","1-2 Miles"
"Hamburg","Hamburg","Germany",147,24018,"Barbara Gao","1-2 Miles"
"Cambridge","England","United Kingdom",235,24019,"Barbara Raji","0-1 Miles"
"Cheltenham","England","United Kingdom",236,24020,"Francisco M Raman","2-5 Miles"
"Pantin","Seine Saint Denis","France",222,24021,"Clinton F Munoz","2-5 Miles"
"Paris","Seine (Paris)","France",199,24022,"Dale R Beck","1-2 Miles"
"Paris","Seine (Paris)","France",203,24023,"Bonnie P Nara","0-1 Miles"
"Eilenburg","Brandenburg","Germany",115,24024,"Marie Malhotra","0-1 Miles"
"Hamburg","Hessen","Germany",132,24025,"Eugene Zeng","0-1 Miles"
"Milton Keynes","England","United Kingdom",259,24026,"Jill Serrano","0-1 Miles"
"München","Nordrhein-Westfalen","Germany",159,24027,"Omar L Tang","0-1 Miles"
"Versailles","Yveline","France",209,24028,"Adam Hayes","2-5 Miles"
"Versailles","Yveline","France",209,24029,"Haley Howard","2-5 Miles"
"Warrington","England","United Kingdom",271,24030,"Deb R Wagner","0-1 Miles"
"Reading","England","United Kingdom",266,24031,"Tammy Suri","1-2 Miles"
"Paris","Seine (Paris)","France",198,24032,"Micah A Ma","0-1 Miles"
"Paderborn","Nordrhein-Westfalen","Germany",160,24033,"Katherine Reed","0-1 Miles"
"London","England","United Kingdom",257,24034,"Pedro Ruiz","0-1 Miles"
"London","England","United Kingdom",249,24035,"Jaclyn Wu","0-1 Miles"
"Saarbrücken","Saarland","Germany",174,24036,"Jay Vazquez","2-5 Miles"
"Versailles","Yveline","France",209,24037,"Ramon Guo","2-5 Miles"
"Metz","Moselle","France",184,24038,"Evan Turner","0-1 Miles"
"Orly","Val de Marne","France",225,24039,"Cassie Xu","0-1 Miles"
"Hamburg","Hamburg","Germany",147,24040,"Jennifer A Bell","0-1 Miles"
"Werne","Nordrhein-Westfalen","Germany",162,24041,"Chad L Tang","0-1 Miles"
"Paderborn","Nordrhein-Westfalen","Germany",160,24042,"Zachary White","0-1 Miles"
"Paris","Seine (Paris)","France",196,24043,"Charles D Kelly","0-1 Miles"
"London","England","United Kingdom",252,24044,"Arturo W Kumar","0-1 Miles"
"Runcorn","England","United Kingdom",267,24045,"Shannon W Martin","0-1 Miles"
"Hamburg","Hamburg","Germany",147,24046,"Cristina Chander","0-1 Miles"
"Kirkby","England","United Kingdom",241,24047,"Clarence D Yuan","0-1 Miles"
"Cambridge","England","United Kingdom",235,24048,"Gregory Tang","2-5 Miles"
"Neunkirchen","Saarland","Germany",171,24049,"Byron Gomez","2-5 Miles"
"Warrington","England","United Kingdom",271,24050,"Clarence Nath","0-1 Miles"
"Stoke-on-Trent","England","United Kingdom",269,24051,"Colleen Nath","2-5 Miles"
"München","Hessen","Germany",134,24052,"Priscilla Goel","0-1 Miles"
"Neunkirchen","Saarland","Germany",171,24053,"Jose C Allen","0-1 Miles"
"London","England","United Kingdom",247,24054,"Gerald L Hernandez","0-1 Miles"
"Berkshire","England","United Kingdom",230,24055,"Louis Goel","0-1 Miles"
"Suresnes","Hauts de Seine","France",219,24056,"Tamara M Lin","1-2 Miles"
"Orleans","Loiret","France",183,24057,"Ricky Alvarez","2-5 Miles"
"York","England","United Kingdom",279,24058,"Alvin Lal","0-1 Miles"
"Neunkirchen","Saarland","Germany",171,24059,"Tabitha Navarro","0-1 Miles"
"Frankfurt","Hessen","Germany",131,24060,"Bonnie A Deng","0-1 Miles"
"Paris","Seine (Paris)","France",201,24061,"Kelvin Luo","0-1 Miles"
"Orly","Val de Marne","France",225,24062,"Crystal L Cai","0-1 Miles"
"Paris","Seine (Paris)","France",203,24063,"Micheal Suarez","2-5 Miles"
"London","England","United Kingdom",246,24064,"Stanley R Fernandez","0-1 Miles"
"Maidenhead","England","United Kingdom",258,24065,"Lori Gutierrez","0-1 Miles"
"Bottrop","Nordrhein-Westfalen","Germany",155,24066,"Brittney C West","0-1 Miles"
"Frankfurt","Hessen","Germany",131,24067,"Carolyn V Raman","0-1 Miles"
"Werne","Nordrhein-Westfalen","Germany",162,24068,"Edwin R Yang","0-1 Miles"
"Maidenhead","England","United Kingdom",258,24069,"Jessie Chen","0-1 Miles"
"Tremblay-en-France","Seine Saint Denis","France",224,24070,"Cameron M Shan","2-5 Miles"
"London","England","United Kingdom",250,24071,"Victor N Suarez","0-1 Miles"
"Sulzbach Taunus","Saarland","Germany",178,24072,"Randy R He","0-1 Miles"
"Kirkby","England","United Kingdom",241,24073,"Grace Taylor","0-1 Miles"
"Werne","Nordrhein-Westfalen","Germany",162,24074,"Grace J Alexander","0-1 Miles"
"Boulogne-sur-Mer","Pas de Calais","France",191,24075,"Peter Saddow","0-1 Miles"
"Paris","Seine (Paris)","France",195,24076,"Casey I Hernandez","0-1 Miles"
"München","Nordrhein-Westfalen","Germany",159,24077,"Tony H Rai","0-1 Miles"
"Saarbrücken","Saarland","Germany",174,24078,"Neil Martin","0-1 Miles"
"Lancaster","England","United Kingdom",242,24079,"Andre D Raman","0-1 Miles"
"Berlin","Nordrhein-Westfalen","Germany",153,24080,"Billy P Serrano","0-1 Miles"
"Metz","Moselle","France",184,24081,"Alexis B Hughes","0-1 Miles"
"Morangis","Essonne","France",212,24082,"Regina A Rodriguez","0-1 Miles"
"Les Ulis","Essonne","France",211,24083,"Max J Moreno","0-1 Miles"
"Saint Germain en Laye","Yveline","France",208,24084,"Jonathon Jimenez","0-1 Miles"
"Gateshead","England","United Kingdom",238,24085,"Autumn W Gao","0-1 Miles"
"Hamburg","Hamburg","Germany",147,24086,"Dakota T Gonzales","0-1 Miles"
"Paderborn","Nordrhein-Westfalen","Germany",160,24087,"Hannah C Wilson","0-1 Miles"
"Stuttgart","Saarland","Germany",177,24088,"Damien He","0-1 Miles"
"Colombes","Hauts de Seine","France",215,24089,"Dustin Yuan","0-1 Miles"
"Colombes","Hauts de Seine","France",215,24090,"Cassandra Perez","0-1 Miles"
"Münster","Saarland","Germany",170,24091,"Dwayne F Munoz","0-1 Miles"
"Werne","Nordrhein-Westfalen","Germany",162,24092,"Jillian Gonzalez","0-1 Miles"
"Runcorn","England","United Kingdom",267,24093,"Claudia F He","0-1 Miles"
"Cambridge","England","United Kingdom",235,24094,"Julio J Diaz","2-5 Miles"
"Versailles","Yveline","France",209,24095,"Julie J Andersen","2-5 Miles"
"Roissy en Brie","Seine et Marne","France",206,24096,"Diana Vazquez","2-5 Miles"
"Berlin","Hamburg","Germany",140,24097,"Francisco Fernandez","2-5 Miles"
"Darmstadt","Hessen","Germany",127,24098,"Olivia E Howard","0-1 Miles"
"Erlangen","Bayern","Germany",117,24099,"Sarah D Smith","0-1 Miles"
"London","England","United Kingdom",247,24100,"Jenny C He","0-1 Miles"
"Watford","England","United Kingdom",273,24101,"Kaitlyn H Anderson","0-1 Miles"
"Mühlheim","Hamburg","Germany",149,24102,"Andy R Torres","0-1 Miles"
"München","Nordrhein-Westfalen","Germany",159,24103,"Billy M Dominguez","0-1 Miles"
"Runcorn","England","United Kingdom",267,24104,"Robyn Ortega","0-1 Miles"
"Versailles","Yveline","France",209,24105,"Carolyn Sanchez","0-1 Miles"
"Villeneuve-d'Ascq","Nord","France",190,24106,"Kelvin Shan","0-1 Miles"
"Erlangen","Bayern","Germany",117,24107,"Jonathan Jenkins","0-1 Miles"
"Kiel","Saarland","Germany",168,24108,"Tonya B Lal","2-5 Miles"
"Paris","Seine (Paris)","France",203,24109,"Eddie A Suarez","2-5 Miles"
"Drancy","Seine Saint Denis","France",221,24110,"Kaylee S Brooks","0-1 Miles"
"Drancy","Seine Saint Denis","France",221,24111,"Cameron Long","2-5 Miles"
"Warrington","England","United Kingdom",271,24112,"Mary Foster","0-1 Miles"
"Versailles","Yveline","France",209,24113,"Stephanie Green","2-5 Miles"
"Stoke-on-Trent","England","United Kingdom",269,24114,"Kristin C Yuan","0-1 Miles"
"Liverpool","England","United Kingdom",268,24115,"Gary R Carlson","0-1 Miles"
"Paris","Seine (Paris)","France",196,24116,"Pedro Martinez","0-1 Miles"
"Berlin","Nordrhein-Westfalen","Germany",152,24117,"Shannon Gill","0-1 Miles"
"Paris La Defense","Hauts de Seine","France",217,24118,"Donna Chande","0-1 Miles"
"Roissy en Brie","Seine et Marne","France",206,24119,"Emmanuel A Kapoor","2-5 Miles"
"Kassel","Hessen","Germany",133,24120,"Kaitlyn Allen","2-5 Miles"
"Poing","Saarland","Germany",173,24121,"Valerie R Liu","0-1 Miles"
"Saint Ouen","Somme","France",210,24122,"Michele G Blanco","1-2 Miles"
"Drancy","Seine Saint Denis","France",221,24123,"Heather Hu","1-2 Miles"
"Pantin","Seine Saint Denis","France",222,24124,"Erik A Vazquez","5-10 Miles"
"Paris","Seine (Paris)","France",204,24125,"Tiffany Xu","5-10 Miles"
"Verrieres Le Buisson","Essonne","France",213,24126,"Pedro Mehta","2-5 Miles"
"Saarlouis","Saarland","Germany",175,24127,"James R Washington","0-1 Miles"
"Solingen","Nordrhein-Westfalen","Germany",161,24128,"Kimberly P Ramirez","2-5 Miles"
"Frankfurt","Hessen","Germany",131,24129,"Jamie A Gutierrez","0-1 Miles"
"Paderborn","Hamburg","Germany",151,24130,"Tanya C Navarro","0-1 Miles"
"Orly","Val de Marne","France",225,24131,"Felicia S Rubio","0-1 Miles"
"Woolston","England","United Kingdom",276,24132,"Devon L Tang","0-1 Miles"
"Paris","Seine (Paris)","France",198,24133,"Carla Patel","1-2 Miles"
"Paris","Seine (Paris)","France",196,24134,"Edgar Kapoor","0-1 Miles"
